Player Id,Name,Position,Year,Team,Games Played,Games Started
natebarragar/2509066,Nate Barragar,,1932,Green Bay Packers,12,--
natebarragar/2509066,Nate Barragar,,1931,Green Bay Packers,7,--
natebarragar/2509066,Nate Barragar,,1931,Frankford Yellow Jackets,6,--
natebarragar/2509066,Nate Barragar,,1930,Frankford Yellow Jackets,5,--
natebarragar/2509066,Nate Barragar,,1930,Minneapolis Red Jackets,8,--
normkatnik/2505721,Norm Katnik,,2006,Minnesota Vikings,0,0
normkatnik/2505721,Norm Katnik,,2006,New York Jets,3,2
normkatnik/2505721,Norm Katnik,,2005,New York Jets,1,0
normkatnik/2505721,Norm Katnik,,2005,San Francisco 49ers,0,0
dickmarsh/2520190,Dick Marsh,,1933,New York Giants,1,--
billgodwin/2514983,Bill Godwin,,1948,Boston Yanks,12,--
billgodwin/2514983,Bill Godwin,,1947,Boston Yanks,12,--
orlandoferrante/2513968,Orlando Ferrante,,1961,San Diego Chargers,14,--
orlandoferrante/2513968,Orlando Ferrante,,1960,Los Angeles Chargers,14,--
edking/2501616,Ed King,,1997,New Orleans Saints,2,0
edking/2501616,Ed King,,1996,New Orleans Saints,16,16
edking/2501616,Ed King,,1995,New Orleans Saints,1,0
edking/2501616,Ed King,,1993,Cleveland Browns,6,2
edking/2501616,Ed King,,1992,Cleveland Browns,16,14
edking/2501616,Ed King,,1991,Cleveland Browns,16,15
ralphwenzel/2528537,Ralph Wenzel,,1974,St. Louis Cardinals,0,--
ralphwenzel/2528537,Ralph Wenzel,,1973,San Diego Chargers,14,--
ralphwenzel/2528537,Ralph Wenzel,,1972,San Diego Chargers,14,--
ralphwenzel/2528537,Ralph Wenzel,,1970,Pittsburgh Steelers,14,--
ralphwenzel/2528537,Ralph Wenzel,,1969,Pittsburgh Steelers,8,--
ralphwenzel/2528537,Ralph Wenzel,,1968,Pittsburgh Steelers,2,--
ralphwenzel/2528537,Ralph Wenzel,,1967,Pittsburgh Steelers,13,--
ralphwenzel/2528537,Ralph Wenzel,,1966,Pittsburgh Steelers,6,--
bennieanderson/2504088,Bennie Anderson,,2006,Miami Dolphins,2,2
bennieanderson/2504088,Bennie Anderson,,2005,Buffalo Bills,16,14
bennieanderson/2504088,Bennie Anderson,,2004,Baltimore Ravens,16,12
bennieanderson/2504088,Bennie Anderson,,2003,Baltimore Ravens,15,15
bennieanderson/2504088,Bennie Anderson,,2002,Baltimore Ravens,16,16
bennieanderson/2504088,Bennie Anderson,,2001,Baltimore Ravens,16,13
mikepearson/2505039,Mike Pearson,,2006,Houston Texans,0,0
mikepearson/2505039,Mike Pearson,,2005,Jacksonville Jaguars,4,2
mikepearson/2505039,Mike Pearson,,2004,Jacksonville Jaguars,4,4
mikepearson/2505039,Mike Pearson,,2003,Jacksonville Jaguars,16,16
mikepearson/2505039,Mike Pearson,,2002,Jacksonville Jaguars,16,11
anthonyfabiano/2556520,Anthony Fabiano,C,2016,Cleveland Browns,4,1
elliotrisley/2524213,Elliot Risley,,1923,Hammond Pros,2,--
elliotrisley/2524213,Elliot Risley,,1922,Hammond Pros,2,--
elliotrisley/2524213,Elliot Risley,,1921,Hammond Pros,5,--
kevinmcdermott/2541627,Kevin McDermott,LS,2016,Minnesota Vikings,16,0
kevinmcdermott/2541627,Kevin McDermott,LS,2015,Minnesota Vikings,16,0
kevinmcdermott/2541627,Kevin McDermott,LS,2014,Baltimore Ravens,7,0
kevinmcdermott/2541627,Kevin McDermott,LS,2013,San Francisco 49ers,16,0
kevinreach/2523805,Kevin Reach,,1987,San Francisco 49ers,3,--
danteellington/2505272,Dante Ellington,,2005,Arizona Cardinals,2,0
frankribar/2524045,Frank Ribar,,1943,Washington Redskins,2,--
barneylepper/2519369,Barney Lepper,,1920,Buffalo All-Americans,5,--
noellamontagne/2504075,Noel LaMontagne,,2001,Cleveland Browns,0,0
noellamontagne/2504075,Noel LaMontagne,,2000,Cleveland Browns,2,0
geneselawski/2525305,Gene Selawski,,1961,San Diego Chargers,8,--
geneselawski/2525305,Gene Selawski,,1960,Cleveland Browns,12,--
geneselawski/2525305,Gene Selawski,,1959,Los Angeles Rams,12,--
billlange/2519059,Bill Lange,,1955,Chicago Cardinals,12,--
billlange/2519059,Bill Lange,,1954,Chicago Cardinals,10,--
billlange/2519059,Bill Lange,,1953,Baltimore Colts,12,--
billlange/2519059,Bill Lange,,1952,Los Angeles Rams,10,--
billlange/2519059,Bill Lange,,1951,Los Angeles Rams,12,--
carlbax/2509203,Carl Bax,,1990,Tampa Bay Buccaneers,9,--
carlbax/2509203,Carl Bax,,1989,Tampa Bay Buccaneers,6,--
delritchhart/2524217,Del Ritchhart,,1937,Detroit Lions,10,--
delritchhart/2524217,Del Ritchhart,,1936,Detroit Lions,11,--
jerryginney/2514913,Jerry Ginney,,1940,Philadelphia Eagles,1,--
gordonwatkins/2528336,Gordon Watkins,,1931,Brooklyn Dodgers,7,--
gordonwatkins/2528336,Gordon Watkins,,1930,Frankford Yellow Jackets,8,--
gordonwatkins/2528336,Gordon Watkins,,1930,Minneapolis Red Jackets,2,--
marksetterstrom/2495944,Mark Setterstrom,,2009,St. Louis Rams,9,3
marksetterstrom/2495944,Mark Setterstrom,,2007,St. Louis Rams,3,3
marksetterstrom/2495944,Mark Setterstrom,,2006,St. Louis Rams,7,6
georgethompson/2527330,George Thompson,,1925,Rock Island Independents,11,--
georgethompson/2527330,George Thompson,,1924,Rock Island Independents,9,--
georgethompson/2527330,George Thompson,,1923,Rock Island Independents,7,--
maxgarcia/2552583,Max Garcia,OG,2016,Denver Broncos,16,16
maxgarcia/2552583,Max Garcia,OG,2015,Denver Broncos,16,5
codyrisien/2524211,Cody Risien,,1989,Cleveland Browns,16,--
codyrisien/2524211,Cody Risien,,1988,Cleveland Browns,16,--
codyrisien/2524211,Cody Risien,,1987,Cleveland Browns,13,--
codyrisien/2524211,Cody Risien,,1986,Cleveland Browns,16,--
codyrisien/2524211,Cody Risien,,1985,Cleveland Browns,12,--
codyrisien/2524211,Cody Risien,,1983,Cleveland Browns,16,--
codyrisien/2524211,Cody Risien,,1982,Cleveland Browns,9,--
codyrisien/2524211,Cody Risien,,1981,Cleveland Browns,16,--
codyrisien/2524211,Cody Risien,,1980,Cleveland Browns,16,--
codyrisien/2524211,Cody Risien,,1979,Cleveland Browns,16,--
redlitkus/2519576,Red Litkus,,1921,Washington Senators,3,--
petevainowski/2527826,Pete Vainowski,,1926,Louisville Colonels,1,--
francispeay/2522946,Francis Peay,,1974,Kansas City Chiefs,10,--
francispeay/2522946,Francis Peay,,1973,Kansas City Chiefs,9,--
francispeay/2522946,Francis Peay,,1972,Green Bay Packers,6,--
francispeay/2522946,Francis Peay,,1971,Green Bay Packers,14,--
francispeay/2522946,Francis Peay,,1970,Green Bay Packers,14,--
francispeay/2522946,Francis Peay,,1969,Green Bay Packers,14,--
francispeay/2522946,Francis Peay,,1968,Green Bay Packers,14,--
francispeay/2522946,Francis Peay,,1967,New York Giants,13,--
francispeay/2522946,Francis Peay,,1966,New York Giants,9,--
boblee/2519293,Bob Lee,,1960,Boston Patriots,8,--
babescheuer/2525022,Babe Scheuer,,1934,New York Giants,1,--
johnsandusky/2524896,John Sandusky,,1956,Green Bay Packers,12,--
johnsandusky/2524896,John Sandusky,,1955,Cleveland Browns,12,--
johnsandusky/2524896,John Sandusky,,1954,Cleveland Browns,12,--
johnsandusky/2524896,John Sandusky,,1953,Cleveland Browns,12,--
johnsandusky/2524896,John Sandusky,,1952,Cleveland Browns,11,--
johnsandusky/2524896,John Sandusky,,1951,Cleveland Browns,11,--
johnsandusky/2524896,John Sandusky,,1950,Cleveland Browns,12,--
maurynipp/2522166,Maury Nipp,,1956,Philadelphia Eagles,3,--
maurynipp/2522166,Maury Nipp,,1953,Philadelphia Eagles,12,--
maurynipp/2522166,Maury Nipp,,1952,Philadelphia Eagles,10,--
johnadams/2508213,John Adams,,1949,Washington Redskins,12,--
johnadams/2508213,John Adams,,1948,Washington Redskins,12,--
johnadams/2508213,John Adams,,1947,Washington Redskins,10,--
johnadams/2508213,John Adams,,1946,Washington Redskins,11,--
johnadams/2508213,John Adams,,1945,Washington Redskins,10,--
benarchibald/2505350,Ben Archibald,,2006,New Orleans Saints,0,0
benarchibald/2505350,Ben Archibald,,2005,New Orleans Saints,5,0
michaelharris/2515903,Michael Harris,,1989,Kansas City Chiefs,3,--
georgeglennie/2514956,George Glennie,,1926,Racine Tornadoes,5,--
carrollringwalt/2524205,Carroll Ringwalt,,1931,Frankford Yellow Jackets,7,--
carrollringwalt/2524205,Carroll Ringwalt,,1930,Portsmouth Spartans,3,--
johnkellison/2518275,John Kellison,,1922,Toledo Maroons,1,--
johnkellison/2518275,John Kellison,,1921,Canton Bulldogs,4,--
johnkellison/2518275,John Kellison,,1920,Canton Bulldogs,3,--
chasevandyne/2527861,Chase Van Dyne,,1925,Buffalo Bisons,8,--
alarndt/2508650,Al Arndt,,1935,Pittsburgh Pirates,7,--
dickbassi/2509135,Dick Bassi,,1947,San Francisco 49ers,0,--
dickbassi/2509135,Dick Bassi,,1946,San Francisco 49ers,0,--
dickbassi/2509135,Dick Bassi,,1941,Pittsburgh Steelers,11,--
dickbassi/2509135,Dick Bassi,,1940,Philadelphia Eagles,11,--
dickbassi/2509135,Dick Bassi,,1939,Chicago Bears,10,--
dickbassi/2509135,Dick Bassi,,1938,Chicago Bears,9,--
johnmiller/2553436,John Miller,OG,2016,Buffalo Bills,16,16
johnmiller/2553436,John Miller,OG,2015,Buffalo Bills,12,12
j.d.walton/497064,J.D. Walton,,2015,San Diego Chargers,4,0
j.d.walton/497064,J.D. Walton,,2014,New York Giants,16,16
j.d.walton/497064,J.D. Walton,,2013,Washington Redskins,0,0
j.d.walton/497064,J.D. Walton,,2013,Denver Broncos,0,0
j.d.walton/497064,J.D. Walton,,2012,Denver Broncos,4,4
j.d.walton/497064,J.D. Walton,,2011,Denver Broncos,16,16
j.d.walton/497064,J.D. Walton,,2010,Denver Broncos,16,16
mikekelley/2518272,Mike Kelley,,1987,Houston Oilers,1,--
mikekelley/2518272,Mike Kelley,,1985,Houston Oilers,16,--
craigpage/2502381,Craig Page,,2000,Dallas Cowboys,2,0
craigpage/2502381,Craig Page,,1999,Tennessee Titans,0,0
mattelliott/2500535,Matt Elliott,,1997,Carolina Panthers,16,6
mattelliott/2500535,Matt Elliott,,1996,Carolina Panthers,16,12
mattelliott/2500535,Matt Elliott,,1995,Carolina Panthers,15,14
mattelliott/2500535,Matt Elliott,,1993,Washington Redskins,0,0
mattelliott/2500535,Matt Elliott,,1992,Washington Redskins,16,2
mikeyount/2529600,Mike Yount,,1921,Muncie Flyers,2,--
troyandrew/2504472,Troy Andrew,,2002,Miami Dolphins,0,0
troyandrew/2504472,Troy Andrew,,2001,Miami Dolphins,8,0
tarzantaylor/2527097,Tarzan Taylor,,1926,Brooklyn Lions,2,--
tarzantaylor/2527097,Tarzan Taylor,,1922,Canton Bulldogs,11,--
tarzantaylor/2527097,Tarzan Taylor,,1921,Chicago Staleys,11,--
alfeeney/2513904,Al Feeney,,1921,Canton Bulldogs,8,--
alfeeney/2513904,Al Feeney,,1920,Canton Bulldogs,11,--
bernardrobertson/2504642,Bernard Robertson,,2003,Buffalo Bills,0,0
bernardrobertson/2504642,Bernard Robertson,,2002,Chicago Bears,16,5
bernardrobertson/2504642,Bernard Robertson,,2001,Chicago Bears,0,0
evanvogds/2527992,Evan Vogds,,1949,Green Bay Packers,12,--
evanvogds/2527992,Evan Vogds,,1948,Green Bay Packers,12,--
evanvogds/2527992,Evan Vogds,,1947,Chicago Rockets,0,--
evanvogds/2527992,Evan Vogds,,1946,Chicago Rockets,0,--
royandrews/2508556,Roy Andrews,,1928,Detroit Wolverines,0,--
royandrews/2508556,Roy Andrews,,1927,Cleveland Bulldogs,2,--
royandrews/2508556,Roy Andrews,,1926,Kansas City Cowboys,8,--
royandrews/2508556,Roy Andrews,,1925,Kansas City Cowboys,7,--
royandrews/2508556,Roy Andrews,,1924,Kansas City Blues,8,--
royandrews/2508556,Roy Andrews,,1923,St. Louis All-Stars,5,--
sebastianvollmer/89814,Sebastian Vollmer,T,2015,New England Patriots,14,13
sebastianvollmer/89814,Sebastian Vollmer,T,2014,New England Patriots,15,15
sebastianvollmer/89814,Sebastian Vollmer,T,2013,New England Patriots,8,8
sebastianvollmer/89814,Sebastian Vollmer,T,2012,New England Patriots,15,15
sebastianvollmer/89814,Sebastian Vollmer,T,2011,New England Patriots,6,5
sebastianvollmer/89814,Sebastian Vollmer,T,2010,New England Patriots,16,16
sebastianvollmer/89814,Sebastian Vollmer,T,2009,New England Patriots,14,8
chrisvillarrial/2503470,Chris Villarrial,,2006,Buffalo Bills,8,8
chrisvillarrial/2503470,Chris Villarrial,,2005,Buffalo Bills,15,15
chrisvillarrial/2503470,Chris Villarrial,,2004,Buffalo Bills,16,16
chrisvillarrial/2503470,Chris Villarrial,,2003,Chicago Bears,13,13
chrisvillarrial/2503470,Chris Villarrial,,2002,Chicago Bears,15,15
chrisvillarrial/2503470,Chris Villarrial,,2001,Chicago Bears,16,16
chrisvillarrial/2503470,Chris Villarrial,,2000,Chicago Bears,16,15
chrisvillarrial/2503470,Chris Villarrial,,1999,Chicago Bears,15,15
chrisvillarrial/2503470,Chris Villarrial,,1998,Chicago Bears,16,16
chrisvillarrial/2503470,Chris Villarrial,,1997,Chicago Bears,11,11
chrisvillarrial/2503470,Chris Villarrial,,1996,Chicago Bears,14,8
leonmanley/2520069,Leon Manley,,1951,Green Bay Packers,12,--
leonmanley/2520069,Leon Manley,,1950,Green Bay Packers,12,--
stanwalters/2528188,Stan Walters,,1983,Philadelphia Eagles,12,--
stanwalters/2528188,Stan Walters,,1982,Philadelphia Eagles,9,--
stanwalters/2528188,Stan Walters,,1981,Philadelphia Eagles,16,--
stanwalters/2528188,Stan Walters,,1980,Philadelphia Eagles,16,--
stanwalters/2528188,Stan Walters,,1979,Philadelphia Eagles,16,--
stanwalters/2528188,Stan Walters,,1978,Philadelphia Eagles,16,--
stanwalters/2528188,Stan Walters,,1977,Philadelphia Eagles,14,--
stanwalters/2528188,Stan Walters,,1976,Philadelphia Eagles,14,--
stanwalters/2528188,Stan Walters,,1975,Philadelphia Eagles,14,--
stanwalters/2528188,Stan Walters,,1974,Cincinnati Bengals,14,--
stanwalters/2528188,Stan Walters,,1973,Cincinnati Bengals,4,--
stanwalters/2528188,Stan Walters,,1972,Cincinnati Bengals,8,--
austinshepherd/2552495,Austin Shepherd,OT,2015,Minnesota Vikings,14,0
tommieginn/2514912,Tommie Ginn,,1981,Detroit Lions,13,--
tommieginn/2514912,Tommie Ginn,,1980,Detroit Lions,14,--
johnnyhackenbruck/2515541,Johnny Hackenbruck,,1940,Detroit Lions,7,--
johnthomas/2527258,John Thomas,,1987,New York Jets,3,--
abegibron/2514824,Abe Gibron,,1959,Chicago Bears,12,--
abegibron/2514824,Abe Gibron,,1958,Chicago Bears,12,--
abegibron/2514824,Abe Gibron,,1957,Philadelphia Eagles,12,--
abegibron/2514824,Abe Gibron,,1956,Philadelphia Eagles,2,--
abegibron/2514824,Abe Gibron,,1956,Cleveland Browns,7,--
abegibron/2514824,Abe Gibron,,1955,Cleveland Browns,12,--
abegibron/2514824,Abe Gibron,,1954,Cleveland Browns,12,--
abegibron/2514824,Abe Gibron,,1953,Cleveland Browns,10,--
abegibron/2514824,Abe Gibron,,1952,Cleveland Browns,12,--
abegibron/2514824,Abe Gibron,,1951,Cleveland Browns,12,--
abegibron/2514824,Abe Gibron,,1950,Cleveland Browns,12,--
abegibron/2514824,Abe Gibron,,1949,Buffalo Bills,0,--
mikealford/2508345,Mike Alford,,1966,Detroit Lions,12,--
mikealford/2508345,Mike Alford,,1965,St. Louis Cardinals,13,--
lefrancisarnold/2508664,LeFrancis Arnold,,1974,Denver Broncos,2,--
benlawrence/2519176,Ben Lawrence,,1987,Pittsburgh Steelers,1,--
darrylcaldwell/2510917,Darryl Caldwell,,1983,Buffalo Bills,14,--
garyanderson/2508486,Gary Anderson,,1980,Washington Redskins,5,--
garyanderson/2508486,Gary Anderson,,1978,New Orleans Saints,2,--
garyanderson/2508486,Gary Anderson,,1978,Detroit Lions,1,--
garyanderson/2508486,Gary Anderson,,1977,Detroit Lions,13,--
buderickson/2513674,Bud Erickson,,1939,Washington Redskins,1,--
buderickson/2513674,Bud Erickson,,1938,Washington Redskins,2,--
joeschein/2525017,Joe Schein,,1931,Providence Steam Roller,11,--
mattmartin/2504898,Matt Martin,,2004,Tennessee Titans,0,0
mattmartin/2504898,Matt Martin,,2003,Tennessee Titans,0,0
mattmartin/2504898,Matt Martin,,2002,Tennessee Titans,1,0
garthchamberlain/2511323,Garth Chamberlain,,1945,Pittsburgh Steelers,3,--
davis/2512506,null Davis,,1920,Hammond Pros,6,--
artmccaffray/2520492,Art McCaffray,,1946,Pittsburgh Steelers,11,--
jamildouglas/2552339,Jamil Douglas,OG,2016,Miami Dolphins,1,0
jamildouglas/2552339,Jamil Douglas,OG,2015,Miami Dolphins,16,6
jasonpeters/2505827,Jason Peters,T,2016,Philadelphia Eagles,16,16
jasonpeters/2505827,Jason Peters,T,2015,Philadelphia Eagles,14,14
jasonpeters/2505827,Jason Peters,T,2014,Philadelphia Eagles,16,16
jasonpeters/2505827,Jason Peters,T,2013,Philadelphia Eagles,16,16
jasonpeters/2505827,Jason Peters,T,2011,Philadelphia Eagles,14,14
jasonpeters/2505827,Jason Peters,T,2010,Philadelphia Eagles,13,13
jasonpeters/2505827,Jason Peters,T,2009,Philadelphia Eagles,15,15
jasonpeters/2505827,Jason Peters,T,2008,Buffalo Bills,13,13
jasonpeters/2505827,Jason Peters,T,2007,Buffalo Bills,15,15
jasonpeters/2505827,Jason Peters,T,2006,Buffalo Bills,16,16
jasonpeters/2505827,Jason Peters,T,2005,Buffalo Bills,16,10
jasonpeters/2505827,Jason Peters,T,2004,Buffalo Bills,5,1
archieharris/2515904,Archie Harris,,1987,Denver Broncos,3,--
davidrichards/2502647,David Richards,,1996,New England Patriots,5,0
davidrichards/2502647,David Richards,,1996,Atlanta Falcons,6,6
davidrichards/2502647,David Richards,,1995,Atlanta Falcons,14,12
davidrichards/2502647,David Richards,,1994,Atlanta Falcons,15,15
davidrichards/2502647,David Richards,,1993,Detroit Lions,15,15
davidrichards/2502647,David Richards,,1992,San Diego Chargers,16,16
davidrichards/2502647,David Richards,,1991,San Diego Chargers,16,16
davidrichards/2502647,David Richards,,1990,San Diego Chargers,16,--
davidrichards/2502647,David Richards,,1989,San Diego Chargers,16,--
davidrichards/2502647,David Richards,,1988,San Diego Chargers,16,--
donbatchelor/2509141,Don Batchelor,,1923,Toledo Maroons,2,--
donbatchelor/2509141,Don Batchelor,,1922,Canton Bulldogs,1,--
andruspeat/2552455,Andrus Peat,OG,2016,New Orleans Saints,15,15
andruspeat/2552455,Andrus Peat,OG,2015,New Orleans Saints,12,8
geoffhangartner/2506504,Geoff Hangartner,,2013,Carolina Panthers,8,2
geoffhangartner/2506504,Geoff Hangartner,,2012,Carolina Panthers,12,12
geoffhangartner/2506504,Geoff Hangartner,,2011,Carolina Panthers,16,16
geoffhangartner/2506504,Geoff Hangartner,,2010,Buffalo Bills,12,12
geoffhangartner/2506504,Geoff Hangartner,,2009,Buffalo Bills,16,16
geoffhangartner/2506504,Geoff Hangartner,,2008,Carolina Panthers,16,8
geoffhangartner/2506504,Geoff Hangartner,,2007,Carolina Panthers,16,4
geoffhangartner/2506504,Geoff Hangartner,,2006,Carolina Panthers,16,15
geoffhangartner/2506504,Geoff Hangartner,,2005,Carolina Panthers,6,0
raykeeling/2518220,Ray Keeling,,1939,Philadelphia Eagles,9,--
raykeeling/2518220,Ray Keeling,,1938,Philadelphia Eagles,9,--
michaelkeathley/2504447,Michael Keathley,,2003,San Diego Chargers,8,2
michaelkeathley/2504447,Michael Keathley,,2003,Houston Texans,0,0
michaelkeathley/2504447,Michael Keathley,,2002,San Diego Chargers,12,2
michaelkeathley/2504447,Michael Keathley,,2001,San Diego Chargers,16,0
bobdavis/2512623,Bob Davis,,1948,Boston Yanks,12,--
deanperriman/2523038,Dean Perriman,,1987,Seattle Seahawks,1,--
lenlevy/2519406,Len Levy,,1948,Los Angeles Dons,0,--
lenlevy/2519406,Len Levy,,1947,Los Angeles Dons,0,--
lenlevy/2519406,Len Levy,,1946,Los Angeles Rams,10,--
lenlevy/2519406,Len Levy,,1945,Cleveland Rams,7,--
waldenerickson/2513685,Walden Erickson,,1927,Pottsville Maroons,12,--
chrishairston/2495157,Chris Hairston,OT,2016,San Diego Chargers,15,5
chrishairston/2495157,Chris Hairston,OT,2015,San Diego Chargers,16,11
chrishairston/2495157,Chris Hairston,OT,2014,Buffalo Bills,16,0
chrishairston/2495157,Chris Hairston,OT,2012,Buffalo Bills,12,8
chrishairston/2495157,Chris Hairston,OT,2011,Buffalo Bills,13,7
julianvandervelde/2495359,Julian Vandervelde,,2015,Philadelphia Eagles,2,0
julianvandervelde/2495359,Julian Vandervelde,,2014,Philadelphia Eagles,1,0
julianvandervelde/2495359,Julian Vandervelde,,2013,Philadelphia Eagles,14,0
julianvandervelde/2495359,Julian Vandervelde,,2012,Philadelphia Eagles,0,0
julianvandervelde/2495359,Julian Vandervelde,,2011,Philadelphia Eagles,1,0
jimotto/2522593,Jim Otto,,1974,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1973,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1972,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1971,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1970,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1969,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1968,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1967,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1966,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1965,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1964,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1963,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1962,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1961,Oakland Raiders,14,--
jimotto/2522593,Jim Otto,,1960,Oakland Raiders,14,--
lanceolssen/2522484,Lance Olssen,,1969,San Francisco 49ers,2,--
lanceolssen/2522484,Lance Olssen,,1968,San Francisco 49ers,7,--
joebarksdale/2508117,Joe Barksdale,T,2016,San Diego Chargers,15,15
joebarksdale/2508117,Joe Barksdale,T,2015,San Diego Chargers,16,16
joebarksdale/2508117,Joe Barksdale,T,2014,St. Louis Rams,16,16
joebarksdale/2508117,Joe Barksdale,T,2013,St. Louis Rams,16,13
joebarksdale/2508117,Joe Barksdale,T,2012,St. Louis Rams,6,2
joebarksdale/2508117,Joe Barksdale,T,2012,Oakland Raiders,0,0
joebarksdale/2508117,Joe Barksdale,T,2011,Oakland Raiders,16,0
haroldely/2513614,Harold Ely,,1934,Brooklyn Dodgers,11,--
haroldely/2513614,Harold Ely,,1933,Brooklyn Dodgers,10,--
haroldely/2513614,Harold Ely,,1932,Brooklyn Dodgers,3,--
haroldely/2513614,Harold Ely,,1932,Chicago Bears,6,--
davebehrman/2509312,Dave Behrman,,1967,Denver Broncos,11,--
davebehrman/2509312,Dave Behrman,,1965,Buffalo Bills,14,--
davebehrman/2509312,Dave Behrman,,1963,Buffalo Bills,14,--
tonypaulekas/2522882,Tony Paulekas,,1936,Green Bay Packers,10,--
jimwarne/2528243,Jim Warne,,1987,Detroit Lions,3,--
buddyhardaway/2515795,Buddy Hardaway,,1978,San Diego Chargers,12,--
antonedavis/2500304,Antone Davis,,1997,Atlanta Falcons,3,3
antonedavis/2500304,Antone Davis,,1996,Atlanta Falcons,16,10
antonedavis/2500304,Antone Davis,,1995,Philadelphia Eagles,15,14
antonedavis/2500304,Antone Davis,,1994,Philadelphia Eagles,16,14
antonedavis/2500304,Antone Davis,,1993,Philadelphia Eagles,16,16
antonedavis/2500304,Antone Davis,,1992,Philadelphia Eagles,15,15
antonedavis/2500304,Antone Davis,,1991,Philadelphia Eagles,16,15
robtaylor/2503266,Rob Taylor,,1993,Tampa Bay Buccaneers,16,7
robtaylor/2503266,Rob Taylor,,1992,Tampa Bay Buccaneers,9,6
robtaylor/2503266,Rob Taylor,,1991,Tampa Bay Buccaneers,16,12
robtaylor/2503266,Rob Taylor,,1990,Tampa Bay Buccaneers,16,--
robtaylor/2503266,Rob Taylor,,1989,Tampa Bay Buccaneers,16,--
robtaylor/2503266,Rob Taylor,,1988,Tampa Bay Buccaneers,16,--
robtaylor/2503266,Rob Taylor,,1987,Tampa Bay Buccaneers,5,--
robtaylor/2503266,Rob Taylor,,1986,Tampa Bay Buccaneers,16,--
timhanshaw/2501014,Tim Hanshaw,,1998,San Francisco 49ers,16,0
timhanshaw/2501014,Tim Hanshaw,,1997,San Francisco 49ers,13,3
timhanshaw/2501014,Tim Hanshaw,,1996,San Francisco 49ers,1,0
timhanshaw/2501014,Tim Hanshaw,,1995,San Francisco 49ers,0,0
melvinfowler/2505071,Melvin Fowler,,2009,Detroit Lions,0,0
melvinfowler/2505071,Melvin Fowler,,2008,Buffalo Bills,15,5
melvinfowler/2505071,Melvin Fowler,,2007,Buffalo Bills,16,16
melvinfowler/2505071,Melvin Fowler,,2006,Buffalo Bills,16,16
melvinfowler/2505071,Melvin Fowler,,2005,Minnesota Vikings,10,9
melvinfowler/2505071,Melvin Fowler,,2004,Cleveland Browns,15,3
melvinfowler/2505071,Melvin Fowler,,2003,Cleveland Browns,14,10
melvinfowler/2505071,Melvin Fowler,,2002,Cleveland Browns,1,1
algraham/2515142,Al Graham,,1933,Chicago Cardinals,8,--
algraham/2515142,Al Graham,,1932,Chicago Cardinals,8,--
algraham/2515142,Al Graham,,1931,Providence Steam Roller,11,--
algraham/2515142,Al Graham,,1930,Providence Steam Roller,9,--
algraham/2515142,Al Graham,,1930,Portsmouth Spartans,3,--
algraham/2515142,Al Graham,,1929,Dayton Triangles,5,--
algraham/2515142,Al Graham,,1928,Dayton Triangles,7,--
algraham/2515142,Al Graham,,1927,Dayton Triangles,8,--
algraham/2515142,Al Graham,,1926,Dayton Triangles,6,--
algraham/2515142,Al Graham,,1925,Dayton Triangles,8,--
jessesapolu/2502830,Jesse Sapolu,,1997,San Francisco 49ers,12,3
jessesapolu/2502830,Jesse Sapolu,,1996,San Francisco 49ers,16,16
jessesapolu/2502830,Jesse Sapolu,,1995,San Francisco 49ers,16,16
jessesapolu/2502830,Jesse Sapolu,,1994,San Francisco 49ers,13,13
jessesapolu/2502830,Jesse Sapolu,,1993,San Francisco 49ers,16,16
jessesapolu/2502830,Jesse Sapolu,,1992,San Francisco 49ers,16,16
jessesapolu/2502830,Jesse Sapolu,,1991,San Francisco 49ers,16,16
jessesapolu/2502830,Jesse Sapolu,,1990,San Francisco 49ers,16,--
jessesapolu/2502830,Jesse Sapolu,,1989,San Francisco 49ers,16,--
jessesapolu/2502830,Jesse Sapolu,,1988,San Francisco 49ers,16,--
jessesapolu/2502830,Jesse Sapolu,,1987,San Francisco 49ers,12,--
jessesapolu/2502830,Jesse Sapolu,,1984,San Francisco 49ers,1,--
jessesapolu/2502830,Jesse Sapolu,,1983,San Francisco 49ers,16,--
spencerdrango/2555144,Spencer Drango,OG,2016,Cleveland Browns,16,9
joezeller/2529638,Joe Zeller,,1938,Chicago Bears,11,--
joezeller/2529638,Joe Zeller,,1937,Chicago Bears,11,--
joezeller/2529638,Joe Zeller,,1936,Chicago Bears,11,--
joezeller/2529638,Joe Zeller,,1935,Chicago Bears,12,--
joezeller/2529638,Joe Zeller,,1934,Chicago Bears,11,--
